 ,Chamber 1,Chamber 2,Chamber 3,Chamber 4,Chamber 5,Chamber 6,Chamber 7,Chamber 8,Chamber 9,Chamber 10,Chamber 11,Chamber 12,Chamber 13,Chamber 14,Chamber 15,Chamber 16,Chamber 17,Chamber 18,Chamber 19,Chamber 20,Chamber 21,Chamber 22,Chamber 23,Chamber 24,Chamber 25,Chamber 26,Chamber 27,Chamber 28,Chamber 29,Chamber 30,Chamber 31,Chamber 32,Chamber 33,Chamber 34,Chamber 35,Chamber 36,Chamber 37,Chamber 38,Chamber 39,Chamber 40,Chamber 41,Chamber 42,Chamber 43,Chamber 44,Chamber 45,Chamber 46,Chamber 47,Chamber 48,Chamber 49,Chamber 50,Chamber 51,Chamber 52,Chamber 53,Chamber 54,Chamber 55,Chamber 56,Chamber 57,Chamber 58,Chamber 59,Chamber 60,Chamber 61,Chamber 62,Chamber 63,Chamber 64,Chamber 65,Chamber 66,Chamber 67,Chamber 68,Chamber 69,Chamber 70,Chamber 71,Chamber 72,Chamber 73,Chamber 74,Chamber 75,Chamber 76,Chamber 77,Chamber 78,Chamber 79,Chamber 80,Chamber 81,Chamber 82,Chamber 83,Chamber 84,Chamber 85,Chamber 86,Chamber 87,Chamber 88,Chamber 89,Chamber 90,Chamber 91,Chamber 92,Chamber 93,Chamber 94,Chamber 95,Chamber 96,Chamber 97,Chamber 98,Chamber 99,Chamber 100,Chamber 101,Chamber 102,Chamber 103,Chamber 104,Chamber 105,Chamber 106,Chamber 107,Chamber 108,Chamber 109,Chamber 110,Chamber 111,Chamber 112,Chamber 113,Chamber 114,Chamber 115,Chamber 116,Chamber 117,Chamber 118,Chamber 119,Chamber 120,Chamber 121,Chamber 122,Chamber 123,Chamber 124,Chamber 125,Chamber 126,Chamber 127,Chamber 128,Chamber 129,Chamber 130,Chamber 131,Chamber 132,Chamber 133,Chamber 134,Chamber 135,Chamber 136,Chamber 137,Chamber 138,Chamber 139,Chamber 140,Chamber 141,Chamber 142,Chamber 143,Chamber 144,Chamber 145,Chamber 146,Chamber 147,Chamber 148,Chamber 149,Chamber 150,Chamber 151,Chamber 152,Chamber 153,Chamber 154,Chamber 155,Chamber 156,Chamber 157,Chamber 158,Chamber 159,Chamber 160
9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0
